pH,Moisture (%),Bearing Capacity (kN/m²),Soil Type
4.53,38.98,293.91,Silty
6.09,31.39,237.91,Sandy
4.83,9.44,88.03,Sandy
8.78,11.72,263.79,Silty
5.1,45.45,198.96,Clay
7.22,7.12,418.17,Loamy
6.83,37.18,422.86,Sandy
7.32,35.73,447.39,Sandy
5.08,12.74,258.61,Peaty
4.75,35.74,141.66,Peaty
7.2,10.98,51.49,Peaty
8.9,35.82,371.16,Loamy
6.52,17.38,242.86,Clay
6.48,45.07,417.6,Loamy
6.81,22.05,112.77,Clay
8.37,49.41,322.58,Sandy
8.27,16.35,261.98,Clay
7.68,24.6,371.87,Clay
5.52,8.36,210.21,Peaty
6.87,27.22,110.93,Loamy
8.8,36.65,87.43,Sandy
5.5,31.73,227.12,Sandy
8.57,28.5,312.26,Silty
9.0,24.12,382.14,Clay
5.31,23.38,438.02,Peaty
5.14,41.22,368.74,Peaty
5.05,24.29,377.88,Loamy
8.85,14.02,411.13,Peaty
6.56,32.26,104.8,Loamy
8.53,44.35,104.57,Peaty
4.91,33.61,192.4,Loamy
5.15,36.69,231.2,Silty
8.7,37.48,319.44,Clay
8.69,29.42,302.84,Silty
5.7,8.21,254.69,Silty
5.07,33.09,128.74,Silty
7.85,16.69,165.42,Sandy
8.47,7.81,246.18,Loamy
8.63,17.21,113.79,Sandy
4.57,30.04,389.94,Clay
5.02,39.29,430.08,Sandy
6.0,7.74,361.11,Loamy
5.06,11.3,117.95,Sandy
4.57,41.23,389.2,Sandy
8.09,31.63,302.74,Peaty
5.33,48.41,66.91,Loamy
8.8,19.15,302.21,Clay
7.5,20.06,197.65,Loamy
8.66,48.55,407.04,Loamy
4.89,10.58,142.39,Sandy
8.31,6.57,220.81,Peaty
4.74,33.77,443.34,Clay
6.11,33.61,80.94,Sandy
7.06,10.75,317.8,Clay
5.03,17.98,403.75,Peaty
6.03,34.14,182.55,Sandy
8.13,7.14,177.0,Clay
7.78,34.39,59.78,Peaty
6.67,8.43,108.55,Sandy
6.22,18.04,223.65,Silty
8.64,16.35,379.86,Loamy
7.78,5.9,141.09,Clay
8.98,18.28,283.92,Loamy
4.53,45.93,64.62,Peaty
8.64,48.24,381.06,Sandy
6.46,20.77,313.0,Silty
5.34,17.92,368.7,Loamy
7.3,15.2,156.52,Peaty
6.78,37.72,320.68,Loamy
4.85,31.73,101.8,Sandy
8.34,46.04,64.09,Peaty
4.64,43.84,425.77,Clay
6.69,22.27,166.6,Loamy
4.6,27.18,399.75,Loamy
7.76,34.19,177.6,Silty
5.79,39.0,379.68,Peaty
8.81,17.72,209.96,Silty
7.01,25.61,100.28,Silty
8.44,17.08,396.17,Loamy
7.93,24.29,404.41,Peaty
8.04,6.16,171.86,Silty
7.7,36.54,355.04,Clay
7.33,10.63,317.63,Peaty
7.55,8.81,242.5,Silty
8.33,24.36,256.92,Peaty
7.66,26.05,294.79,Sandy
8.89,34.26,221.65,Peaty
6.21,49.6,326.28,Clay
8.19,42.93,203.14,Peaty
8.36,37.46,327.8,Sandy
7.72,8.19,340.93,Silty
8.43,29.66,208.95,Clay
5.11,9.39,325.94,Clay
5.79,39.43,71.36,Loamy
8.27,18.09,206.87,Silty
7.62,43.54,192.25,Clay
7.33,17.39,449.53,Clay
6.32,39.94,162.31,Loamy
6.41,7.38,103.11,Clay
8.19,44.5,321.85,Silty
6.97,48.25,62.21,Loamy
7.49,22.69,434.18,Silty
5.18,35.6,174.9,Peaty
6.07,29.36,130.99,Clay
7.94,38.72,401.72,Sandy
5.72,39.83,92.23,Clay
8.56,12.78,331.9,Loamy
8.93,14.45,255.33,Peaty
4.53,30.73,419.22,Peaty
5.07,28.88,185.45,Sandy
4.73,38.66,422.43,Silty
8.5,40.74,90.33,Sandy
6.28,16.35,336.43,Silty
6.56,44.43,147.1,Sandy
5.51,22.73,112.15,Silty
6.75,19.34,305.51,Sandy
6.71,14.73,204.33,Silty
7.42,25.17,99.13,Clay
8.7,45.36,156.59,Peaty
8.69,39.82,340.14,Silty
8.32,9.14,266.16,Silty
8.37,10.04,352.38,Silty
7.34,15.09,159.62,Clay
8.24,20.36,251.82,Silty
4.54,47.66,200.0,Sandy
5.44,8.97,71.68,Silty
8.15,26.6,222.51,Loamy
7.72,7.74,183.37,Silty
5.33,29.0,150.1,Silty
7.34,14.01,149.95,Sandy
6.81,47.23,449.34,Loamy
4.56,28.04,75.88,Silty
8.69,28.1,295.88,Sandy
8.12,21.12,60.38,Peaty
8.0,11.62,147.7,Sandy
5.86,37.35,60.06,Peaty
4.97,48.59,399.76,Silty
5.7,32.95,327.94,Silty
7.84,40.09,403.93,Peaty
5.53,21.79,393.86,Silty
6.21,40.5,361.1,Loamy
5.13,37.72,231.91,Loamy
5.08,37.42,350.26,Sandy
8.67,39.6,174.32,Silty
7.47,42.28,135.12,Clay
8.7,19.86,407.3,Peaty
5.85,40.01,342.52,Silty
5.8,12.97,180.37,Sandy
5.57,47.49,72.82,Loamy
8.89,48.06,205.93,Silty
7.87,22.45,151.58,Clay
7.77,36.17,283.77,Sandy
7.25,44.57,248.35,Clay
5.05,15.28,313.67,Peaty
5.87,16.58,272.11,Clay
8.15,17.3,377.81,Silty
6.72,11.53,345.94,Silty
4.99,17.28,365.72,Peaty
5.31,7.08,53.7,Peaty
8.63,46.97,349.12,Sandy
7.36,20.17,64.32,Clay
4.61,9.41,303.22,Silty
6.52,46.93,388.95,Peaty
8.31,17.24,397.09,Peaty
8.03,42.47,356.31,Clay
6.29,36.65,443.18,Silty
6.8,45.08,293.84,Sandy
7.84,44.96,402.78,Sandy
7.82,23.14,346.35,Sandy
5.19,25.71,102.38,Clay
7.43,11.05,208.03,Loamy
5.98,36.95,282.79,Loamy
6.01,10.37,388.5,Loamy
5.3,29.01,322.04,Peaty
4.95,8.14,204.72,Loamy
6.24,21.21,363.11,Loamy
6.97,21.87,212.1,Peaty
6.84,6.53,227.62,Silty
8.23,5.43,261.78,Clay
6.45,18.66,187.33,Silty
7.64,40.04,424.48,Clay
6.27,42.86,423.22,Peaty
7.25,35.05,270.73,Sandy
4.56,9.47,444.39,Clay
6.25,46.72,189.73,Loamy
8.15,28.35,275.88,Peaty
6.99,10.26,91.15,Sandy
6.34,12.15,222.12,Peaty
5.36,7.57,432.41,Sandy
8.27,15.52,84.51,Silty
7.28,11.79,401.34,Peaty
7.85,34.91,412.28,Sandy
8.23,16.65,71.23,Sandy
5.65,20.6,391.27,Loamy
6.73,8.57,118.02,Loamy
7.9,12.3,166.64,Silty
7.13,42.77,167.13,Peaty
8.08,40.42,262.46,Clay
5.83,32.78,101.95,Clay
8.94,12.52,154.36,Clay
6.92,37.98,435.07,Peaty
4.75,11.11,83.07,Silty
5.08,32.68,224.7,Peaty
8.05,35.0,388.69,Sandy
8.81,12.35,416.82,Silty
7.35,29.9,398.04,Peaty
6.0,24.67,170.68,Silty
5.6,47.8,225.82,Silty
8.77,31.1,288.05,Loamy
7.16,25.36,93.52,Clay
5.52,41.62,379.44,Loamy
7.72,39.64,295.14,Clay
5.03,10.56,167.06,Silty
7.11,15.4,340.25,Peaty
7.14,45.83,329.03,Clay
8.93,9.96,390.72,Clay
4.73,39.41,101.13,Clay
7.78,17.77,76.94,Silty
5.9,17.79,407.15,Sandy
5.47,32.33,434.14,Clay
5.5,48.02,54.48,Loamy
6.02,27.81,416.68,Peaty
6.24,28.33,395.8,Clay
5.17,22.72,52.57,Sandy
8.68,8.94,374.54,Silty
6.32,10.29,142.15,Sandy
6.37,47.17,107.92,Silty
7.89,45.31,369.76,Peaty
7.84,23.9,385.16,Loamy
7.77,22.07,383.32,Sandy
8.53,8.4,108.51,Clay
5.24,41.99,130.34,Sandy
7.8,8.31,340.94,Loamy
7.12,7.91,371.67,Sandy
5.21,14.65,61.43,Clay
8.09,15.55,176.39,Silty
5.39,12.92,422.54,Peaty
5.38,8.3,68.13,Loamy
8.46,46.13,226.44,Sandy
8.16,49.71,204.4,Silty
7.21,29.56,221.63,Peaty
8.68,15.68,148.28,Sandy
7.39,38.23,332.1,Silty
7.98,32.31,419.09,Loamy
4.63,16.34,246.18,Sandy
8.32,30.11,319.76,Loamy
5.57,7.98,153.79,Loamy
4.59,24.6,176.82,Clay
8.97,34.27,66.22,Sandy
5.31,19.49,175.99,Clay
7.5,26.78,64.6,Silty
4.56,48.44,171.74,Clay
5.45,46.35,366.37,Silty
7.33,43.85,385.57,Sandy
6.13,11.86,143.5,Silty
8.72,44.36,371.42,Loamy
5.19,11.2,430.99,Loamy
6.29,11.12,270.2,Loamy
7.12,25.64,126.45,Sandy
8.79,33.2,309.94,Peaty
5.86,29.71,292.88,Clay
4.54,10.39,307.11,Clay
4.93,21.58,194.13,Sandy
7.68,34.93,156.37,Silty
8.79,29.55,209.23,Clay
7.42,8.81,383.84,Clay
4.82,18.62,124.67,Loamy
7.74,48.46,166.49,Clay
6.84,13.41,260.17,Sandy
6.19,40.1,326.9,Loamy
6.25,13.38,169.77,Peaty
8.5,9.91,55.79,Silty
8.74,33.37,201.89,Silty
8.68,18.9,316.82,Peaty
6.62,14.05,250.9,Silty
5.14,41.65,102.96,Sandy
7.18,19.07,281.35,Loamy
8.75,18.09,419.74,Clay
4.88,22.06,223.97,Peaty
4.82,7.76,205.85,Loamy
8.09,28.05,257.05,Peaty
8.84,35.26,96.09,Loamy
6.66,44.43,360.43,Loamy
5.22,27.7,101.35,Loamy
5.87,28.73,90.77,Loamy
8.13,41.18,433.73,Silty
4.62,15.24,306.85,Silty
7.85,21.64,430.94,Silty
8.84,33.66,348.58,Silty
5.79,22.28,233.43,Peaty
5.83,26.27,177.12,Loamy
7.21,13.87,236.61,Silty
8.91,18.74,85.62,Sandy
8.0,31.95,408.67,Loamy
7.13,9.04,270.77,Silty
8.49,26.84,300.15,Clay
7.67,40.22,153.21,Silty
8.94,24.05,444.35,Peaty
6.97,16.71,170.27,Silty
5.93,34.63,221.82,Sandy
8.62,14.61,388.98,Sandy
6.1,26.75,72.64,Sandy
6.13,28.95,74.35,Silty
7.77,35.83,219.62,Peaty
6.33,30.64,67.31,Sandy
6.36,24.89,110.06,Silty
7.09,6.03,281.58,Clay
6.65,34.59,444.18,Loamy
5.37,44.83,363.32,Sandy
5.08,29.63,199.2,Loamy
7.84,27.71,228.5,Loamy
4.53,27.39,384.26,Silty
7.82,27.78,285.04,Loamy
6.89,40.65,443.76,Silty
5.45,8.72,420.28,Sandy
6.36,22.32,181.77,Loamy
7.41,32.05,319.13,Clay
8.16,5.82,265.4,Clay
8.25,31.87,278.83,Sandy
8.98,13.94,232.71,Clay
6.64,34.93,231.41,Peaty
6.1,9.2,122.11,Peaty
4.64,49.77,167.47,Loamy
7.58,5.31,167.81,Silty
7.65,44.38,426.06,Peaty
8.29,7.78,316.38,Sandy
8.48,24.65,429.32,Silty
7.48,25.07,332.71,Silty
5.36,26.67,114.3,Silty
8.89,29.42,246.49,Loamy
6.35,30.68,226.02,Silty
5.98,46.91,107.97,Silty
8.07,12.13,293.68,Clay
5.93,35.1,342.35,Loamy
6.25,49.84,269.91,Sandy
7.43,12.91,340.31,Peaty
8.53,6.85,63.82,Peaty
8.16,7.65,259.76,Silty
5.51,12.03,168.23,Silty
8.42,34.85,372.15,Silty
5.74,40.01,402.83,Peaty
8.51,23.75,285.21,Clay
6.46,18.77,255.63,Silty
7.5,30.93,387.31,Clay
5.77,8.15,113.78,Peaty
7.83,22.8,105.86,Clay
5.01,41.96,437.22,Clay
7.56,41.01,144.68,Sandy
7.97,6.78,62.53,Peaty
5.92,37.2,325.85,Silty
4.59,39.9,56.25,Loamy
8.54,12.0,103.27,Silty
7.7,16.04,72.74,Peaty
6.24,33.96,92.63,Sandy
7.42,42.58,325.35,Peaty
8.78,27.91,394.82,Clay
8.21,8.57,51.42,Sandy
7.67,31.7,211.44,Peaty
8.12,24.18,437.1,Loamy
6.28,21.15,199.47,Silty
6.42,17.36,423.44,Silty
4.95,35.34,399.06,Clay
4.95,43.52,448.99,Silty
4.85,34.77,109.71,Sandy
7.27,47.64,70.41,Clay
4.63,23.51,262.35,Loamy
4.72,32.28,449.63,Clay
4.63,16.52,335.09,Clay
8.69,25.93,287.9,Peaty
8.68,43.52,383.44,Loamy
8.8,34.82,58.86,Clay
4.93,48.24,438.75,Sandy
5.61,19.73,175.22,Peaty
4.98,33.76,394.05,Clay
8.47,37.5,229.95,Sandy
5.41,11.16,139.16,Peaty
5.94,49.84,74.63,Sandy
5.41,46.2,287.35,Clay
8.81,11.82,234.09,Loamy
8.26,48.82,105.3,Loamy
7.2,42.96,142.64,Silty
8.34,45.96,73.75,Silty
6.79,13.5,161.33,Clay
5.19,8.33,65.95,Silty
5.61,40.98,359.84,Silty
6.13,38.01,393.2,Loamy
5.77,44.06,419.8,Clay
6.54,12.66,168.49,Loamy
5.5,40.19,107.64,Silty
5.52,32.9,73.72,Silty
6.76,46.89,416.85,Silty
8.56,29.84,208.67,Silty
6.16,22.32,212.02,Loamy
8.25,19.94,440.22,Peaty
5.32,22.34,318.12,Loamy
8.84,10.65,184.89,Clay
4.83,27.09,77.3,Peaty
6.05,19.49,372.86,Sandy
5.65,15.43,403.32,Peaty
8.24,41.82,64.89,Sandy
5.82,12.74,404.01,Silty
7.08,36.45,197.18,Loamy
8.88,44.08,346.61,Clay
6.74,28.83,112.94,Peaty
6.73,13.13,102.78,Peaty
5.07,39.0,56.9,Loamy
6.08,47.39,53.48,Clay
7.74,35.57,280.44,Silty
5.64,45.89,113.85,Clay
7.26,47.54,75.98,Peaty
8.16,30.7,311.02,Silty
6.1,20.97,405.6,Clay
8.11,13.58,124.74,Clay
6.3,35.08,288.8,Peaty
8.45,10.09,299.23,Sandy
8.36,14.53,88.01,Loamy
5.68,47.91,256.74,Peaty
5.68,14.56,387.01,Loamy
8.84,32.45,93.43,Loamy
7.19,40.65,227.69,Silty
5.95,28.9,287.52,Peaty
8.29,19.93,440.77,Loamy
8.23,49.44,415.15,Sandy
8.76,41.67,184.1,Sandy
8.83,26.22,410.65,Clay
6.44,39.72,68.08,Sandy
6.94,48.92,135.87,Loamy
5.51,30.46,72.0,Peaty
6.81,44.85,293.66,Silty
7.0,17.06,445.04,Peaty
5.65,20.33,63.1,Peaty
8.14,41.62,417.06,Clay
7.29,7.37,89.48,Sandy
6.74,32.96,133.34,Silty
6.27,46.85,148.47,Silty
6.69,35.69,327.55,Silty
4.51,27.87,70.93,Silty
8.11,28.69,72.53,Sandy
6.92,26.84,390.69,Peaty
7.76,22.45,81.48,Silty
6.93,14.99,159.45,Silty
6.52,24.2,144.42,Loamy
6.33,11.84,158.49,Loamy
7.7,48.8,282.34,Clay
8.19,36.64,115.49,Silty
8.46,12.84,346.95,Sandy
7.65,7.14,107.42,Clay
5.91,34.81,272.82,Loamy
8.0,6.85,227.14,Clay
7.15,13.02,52.04,Clay
6.63,9.58,407.61,Clay
6.03,16.37,241.26,Peaty
7.54,6.92,118.34,Clay
7.79,7.89,289.89,Clay
4.67,41.98,308.17,Silty
8.97,45.53,203.44,Sandy
8.55,5.97,55.91,Sandy
6.16,33.42,428.26,Loamy
4.72,8.26,288.57,Sandy
6.37,35.93,240.69,Peaty
6.41,47.58,220.2,Silty
7.82,14.7,358.65,Clay
5.11,32.07,420.35,Peaty
7.73,33.15,128.07,Clay
6.3,32.28,51.92,Silty
4.81,35.76,121.21,Peaty
7.69,10.32,213.42,Peaty
8.3,7.45,361.45,Clay
6.49,27.57,173.41,Clay
6.13,6.7,88.26,Silty
7.32,16.98,286.35,Peaty
5.87,9.03,353.01,Peaty
7.21,23.38,435.39,Peaty
5.01,33.87,136.05,Clay
5.84,39.71,91.31,Loamy
6.85,24.02,124.08,Loamy
6.03,18.67,413.53,Silty
8.98,45.53,412.49,Silty
6.58,27.7,240.93,Loamy
5.55,23.91,108.16,Silty
4.72,22.23,335.02,Loamy
7.85,29.58,207.66,Clay
7.75,10.14,360.27,Sandy
8.55,32.35,137.53,Silty
7.82,5.01,427.5,Silty
7.54,45.73,216.23,Clay
8.78,48.88,310.94,Peaty
6.65,36.1,60.77,Clay
6.03,13.65,192.53,Peaty
5.85,49.25,246.55,Clay
5.21,11.98,280.04,Silty
8.66,33.3,342.05,Clay
5.74,43.48,174.13,Loamy
6.77,16.12,178.4,Loamy
8.51,37.44,265.42,Clay
6.05,19.95,226.78,Sandy
4.93,15.02,73.64,Loamy
8.02,41.12,130.58,Sandy
4.87,19.37,102.05,Sandy
8.62,11.7,58.58,Sandy
7.11,29.31,152.76,Silty
4.54,28.52,283.51,Peaty
8.78,19.12,146.52,Peaty
4.97,25.05,429.3,Peaty
7.09,25.34,287.87,Sandy
5.09,25.34,149.56,Clay
7.18,6.03,407.35,Peaty
7.58,20.71,308.39,Clay
6.41,38.04,380.68,Silty
5.85,22.09,216.8,Silty
6.15,15.46,412.54,Sandy
7.48,32.02,117.35,Sandy
7.92,6.23,125.12,Loamy
7.59,48.53,331.83,Clay
7.59,15.87,228.37,Peaty
5.51,44.16,398.63,Sandy
6.0,49.19,51.31,Clay
7.85,8.39,62.24,Sandy
7.88,15.43,378.18,Silty
4.89,26.61,69.2,Loamy
8.68,9.55,434.43,Peaty
5.62,38.16,294.96,Sandy
6.63,33.02,254.88,Clay
5.03,46.43,353.55,Peaty
6.29,45.7,373.63,Silty
6.96,22.74,389.69,Silty
7.01,19.73,425.76,Loamy
5.6,17.96,430.43,Sandy
8.99,35.96,368.37,Clay
6.56,35.76,101.08,Silty
5.79,13.52,213.87,Sandy
5.1,35.35,260.17,Clay
5.03,27.29,206.96,Sandy
5.17,41.03,388.57,Loamy
6.69,19.5,100.44,Loamy
5.06,17.97,86.84,Clay
8.7,32.48,74.67,Clay
5.74,38.66,446.84,Clay
5.41,31.91,416.27,Loamy
5.7,14.1,60.64,Peaty
8.73,20.37,181.53,Peaty
5.88,33.66,434.4,Sandy
6.48,7.02,422.17,Peaty
5.94,30.85,353.49,Sandy
6.62,14.26,117.97,Loamy
6.73,12.94,90.59,Clay
8.37,47.23,307.68,Peaty
5.11,39.68,93.1,Clay
4.88,41.27,443.32,Sandy
8.22,34.83,393.06,Peaty
7.64,17.48,396.06,Clay
7.42,44.43,80.58,Sandy
6.02,46.18,317.92,Silty
5.64,7.04,226.21,Clay
8.78,42.84,164.51,Clay
7.31,11.05,349.75,Loamy
6.04,21.46,144.19,Peaty
6.18,10.19,275.53,Clay
7.31,32.38,233.93,Clay
6.93,27.47,266.1,Clay
8.82,14.57,130.42,Loamy
4.53,10.46,291.15,Peaty
8.64,25.53,122.36,Silty
8.5,5.53,401.48,Clay
6.72,19.78,304.96,Sandy
5.64,37.23,68.57,Loamy
7.54,10.09,210.63,Clay
8.25,20.44,265.3,Peaty
8.18,44.71,314.54,Peaty
4.86,13.86,228.52,Sandy
8.53,37.73,442.79,Silty
6.32,38.22,125.57,Peaty
8.63,27.7,407.26,Loamy
7.2,23.25,246.73,Silty
5.95,6.66,104.18,Loamy
7.62,11.16,69.65,Peaty
7.8,36.3,51.97,Sandy
8.86,20.24,101.72,Silty
8.11,10.18,69.03,Loamy
8.89,46.97,151.93,Clay
6.72,22.88,387.33,Silty
5.51,9.07,187.11,Sandy
4.63,36.85,422.72,Silty
6.84,48.02,295.95,Sandy
4.61,45.04,132.34,Loamy
5.99,46.03,274.89,Peaty
6.37,22.64,449.32,Clay
6.9,6.61,201.56,Sandy
8.32,7.28,232.67,Peaty
8.81,17.26,262.51,Peaty
4.59,46.85,383.3,Clay
8.18,48.94,130.28,Peaty
4.64,49.39,342.34,Sandy
5.2,28.31,235.26,Loamy
6.85,19.3,305.72,Silty
7.35,41.35,50.2,Loamy
5.08,12.21,378.4,Loamy
5.8,29.54,370.23,Clay
7.23,39.11,173.64,Clay
5.5,48.88,276.85,Clay
6.25,18.06,280.26,Silty
5.3,15.17,130.09,Silty
7.47,29.27,420.78,Peaty
5.95,38.84,208.1,Sandy
6.77,19.44,113.33,Silty
8.29,9.83,441.46,Clay
7.24,42.11,368.88,Clay
7.94,28.46,187.4,Sandy
5.58,17.63,101.08,Clay
7.72,29.84,364.75,Silty
4.7,14.95,441.78,Silty
6.96,34.53,68.01,Loamy
4.86,46.51,174.27,Silty
7.37,36.83,172.42,Peaty
7.71,23.34,194.74,Sandy
7.05,17.89,236.58,Peaty
6.22,44.51,90.12,Loamy
5.07,32.39,307.18,Sandy
7.09,22.21,86.52,Loamy
5.79,48.17,214.08,Sandy
6.5,42.67,441.61,Silty
5.85,24.75,242.52,Loamy
4.7,41.45,126.5,Silty
6.64,49.39,74.28,Clay
7.76,10.73,326.03,Sandy
5.55,25.11,414.56,Loamy
7.9,27.08,308.59,Silty
8.11,23.32,425.3,Clay
4.96,12.53,383.12,Clay
7.75,48.47,370.35,Peaty
8.26,23.76,184.99,Peaty
7.08,32.93,397.0,Loamy
6.77,11.26,110.68,Clay
6.05,25.15,143.03,Clay
6.15,17.62,142.23,Silty
5.05,38.33,170.19,Loamy
6.71,13.44,439.33,Loamy
7.08,34.15,333.58,Loamy
6.66,25.1,152.59,Silty
7.11,34.66,422.44,Sandy
5.94,41.38,57.08,Loamy
6.71,11.46,286.39,Loamy
6.39,9.61,276.13,Peaty
6.88,21.44,309.59,Silty
5.93,40.02,279.22,Silty
6.45,28.96,429.0,Clay
7.25,13.36,225.12,Peaty
7.14,43.75,402.62,Sandy
8.23,13.47,149.91,Clay
8.37,6.34,356.49,Clay
8.87,22.31,185.79,Sandy
8.68,24.36,78.77,Clay
5.25,31.35,115.31,Peaty
8.5,44.78,343.63,Clay
6.5,13.32,112.41,Silty
7.18,36.55,445.53,Peaty
7.0,49.02,399.1,Silty
5.12,17.71,324.61,Loamy
8.36,15.54,208.49,Clay
6.72,36.42,237.3,Peaty
5.99,11.52,199.15,Sandy
8.76,11.21,117.32,Peaty
8.38,34.38,340.19,Loamy
8.68,29.88,178.17,Silty
6.96,21.5,175.88,Sandy
5.24,17.34,416.36,Peaty
5.52,11.58,95.5,Loamy
5.35,23.2,245.13,Silty
5.71,40.84,52.93,Sandy
4.56,48.7,255.79,Silty
5.79,27.04,369.19,Silty
6.32,25.66,120.85,Loamy
5.81,43.14,304.71,Clay
8.57,42.78,236.17,Sandy
6.14,34.33,127.65,Sandy
7.52,32.2,318.22,Sandy
6.06,24.64,346.72,Silty
8.08,23.64,144.53,Sandy
6.47,19.8,423.49,Silty
5.72,16.38,117.16,Silty
8.59,29.51,442.39,Peaty
4.63,10.41,55.87,Peaty
8.93,21.11,430.72,Peaty
7.8,19.4,115.16,Clay
6.49,23.74,411.34,Peaty
6.46,22.7,105.84,Sandy
7.09,45.76,232.53,Sandy
8.53,5.23,199.85,Silty
8.54,21.13,118.37,Silty
6.31,36.12,312.29,Peaty
6.96,26.61,325.3,Peaty
7.4,28.0,73.77,Peaty
6.64,10.85,120.55,Silty
5.41,44.67,164.62,Peaty
8.83,18.2,423.16,Sandy
7.18,25.99,107.49,Sandy
5.61,12.22,98.98,Sandy
6.04,5.53,279.17,Clay
4.56,5.08,234.64,Sandy
6.09,47.3,165.72,Loamy
6.08,30.61,165.96,Peaty
8.0,10.95,437.21,Loamy
6.17,49.98,426.38,Loamy
4.92,44.38,360.29,Peaty
6.76,40.44,415.29,Sandy
6.5,11.2,345.02,Clay
7.85,7.49,228.54,Silty
4.61,31.17,324.95,Clay
7.48,17.12,72.02,Loamy
5.78,15.13,60.36,Silty
7.39,40.83,150.46,Loamy
5.8,9.49,397.99,Silty
5.88,22.85,92.88,Peaty
5.89,20.99,117.55,Silty
7.14,14.71,435.11,Loamy
5.94,42.93,389.53,Sandy
8.74,5.06,394.16,Peaty
4.67,25.92,238.59,Loamy
7.73,27.36,135.74,Loamy
4.97,13.92,119.8,Sandy
6.89,39.61,246.06,Sandy
6.71,28.62,88.54,Sandy
6.83,32.16,416.25,Clay
4.58,18.16,313.1,Clay
7.07,9.45,416.77,Loamy
7.53,5.82,197.83,Sandy
7.5,7.36,92.9,Clay
8.33,41.4,66.02,Clay
5.74,42.63,244.2,Peaty
5.82,29.14,298.6,Sandy
4.89,20.22,231.92,Silty
5.64,23.25,257.15,Clay
8.94,11.47,396.44,Loamy
9.0,17.57,249.16,Loamy
4.72,19.12,162.71,Loamy
8.84,25.92,298.64,Sandy
7.58,24.94,124.21,Silty
5.29,32.94,419.69,Clay
8.12,31.66,88.34,Silty
6.38,31.63,155.67,Clay
8.97,48.69,133.57,Sandy
7.68,38.45,249.55,Silty
6.44,15.88,252.85,Loamy
6.6,30.05,346.19,Sandy
6.6,7.58,433.14,Loamy
8.93,16.77,143.66,Sandy
8.76,5.68,198.66,Peaty
8.99,14.19,190.16,Clay
7.91,10.7,367.84,Peaty
7.17,20.07,140.14,Sandy
5.46,39.89,310.6,Sandy
6.2,14.83,57.48,Sandy
8.8,31.21,82.03,Clay
7.48,19.09,83.62,Clay
4.87,30.22,355.8,Peaty
5.89,25.99,218.61,Silty
5.68,21.46,236.46,Peaty
6.14,6.9,107.12,Silty
5.26,26.29,376.02,Loamy
8.82,12.75,93.44,Peaty
4.72,31.18,205.04,Silty
7.71,44.55,250.18,Silty
8.18,27.81,377.9,Loamy
7.62,43.21,212.21,Clay
8.87,23.45,423.11,Sandy
8.44,12.32,177.91,Sandy
8.99,8.22,195.25,Loamy
7.37,46.16,56.35,Clay
7.38,42.17,337.59,Loamy
8.19,44.06,363.36,Clay
7.0,30.84,287.1,Clay
7.05,23.29,85.46,Clay
8.95,10.76,91.09,Loamy
5.46,11.44,185.25,Clay
7.24,41.93,248.16,Sandy
7.12,42.96,225.38,Sandy
7.17,18.62,431.87,Sandy
6.29,32.08,430.09,Clay
7.66,43.9,364.92,Peaty
6.65,8.52,164.68,Sandy
8.43,16.3,440.15,Peaty
5.92,10.18,426.13,Loamy
6.96,19.28,419.61,Clay
5.28,17.95,406.99,Silty
8.38,34.99,53.96,Silty
7.01,30.41,349.46,Clay
5.88,23.87,210.51,Clay
8.59,18.79,222.91,Silty
7.38,43.11,344.59,Loamy
7.14,28.43,430.79,Sandy
6.74,41.28,446.85,Loamy
4.87,21.92,284.94,Loamy
6.77,29.32,202.36,Sandy
7.33,34.09,242.21,Clay
5.91,41.81,364.48,Loamy
7.09,37.36,307.79,Clay
6.84,15.36,218.57,Silty
6.64,8.79,383.43,Clay
8.45,41.84,84.75,Clay
6.35,26.42,185.49,Clay
5.08,16.99,208.68,Loamy
5.39,9.12,349.97,Loamy
6.32,43.55,184.42,Silty
5.14,21.48,232.73,Silty
5.78,14.65,249.72,Loamy
8.65,28.96,392.48,Peaty
7.38,34.06,83.61,Loamy
6.89,25.18,150.61,Loamy
7.56,21.83,271.65,Clay
5.99,35.75,345.71,Loamy
5.68,12.0,80.32,Loamy
6.8,12.29,75.2,Clay
6.56,47.59,186.28,Peaty
5.83,39.5,159.15,Clay
4.72,23.43,341.52,Silty
6.82,24.2,357.89,Silty
6.62,47.49,284.76,Clay
6.47,10.9,304.67,Sandy
4.72,20.79,254.32,Loamy
6.34,14.75,56.32,Sandy
5.3,12.13,401.1,Sandy
5.98,28.57,130.45,Silty
7.55,23.03,374.79,Silty
6.93,16.25,282.21,Clay
8.7,46.68,336.99,Peaty
7.02,19.24,165.04,Peaty
8.3,21.53,217.15,Peaty
7.37,48.01,85.43,Clay
7.49,32.42,420.41,Sandy
4.74,6.37,129.68,Peaty
6.33,14.05,114.29,Clay
5.71,28.07,162.07,Sandy
7.77,14.0,209.28,Sandy
6.79,23.93,169.48,Clay
5.42,28.42,75.2,Loamy
8.64,47.88,223.45,Peaty
6.82,25.08,169.18,Peaty
8.05,21.69,117.0,Peaty
7.04,26.43,284.11,Silty
6.63,22.83,350.04,Loamy
4.51,39.61,437.16,Silty
8.69,30.76,127.36,Sandy
5.62,27.85,305.18,Sandy
